Column Title,Mean,Standard Deviation
MW,233.10999999999999,42.55349574359315
#Heavy atoms,15.166666666666666,2.9268868558020253
#Aromatic heavy atoms,9.666666666666666,2.875181153713043
Fraction Csp3,0.056666666666666664,0.06408327915038889
#Rotatable bonds,2.5,0.8366600265340756
#H-bond acceptors,3.6666666666666665,0.5163977794943222
MR,58.173333333333325,11.581703962140745
TPSA,109.68499999999999,15.775899023510515
iLOGP,0.9066666666666667,0.33146141052416145
XLOGP3,-0.11166666666666665,0.47063432372348996
WLOGP,1.6849999999999998,0.675122211158839
MLOGP,-0.18500000000000003,0.11326958991715295
Silicos-IT Log P,0.11000000000000003,0.7079265498623427
Consensus Log P,0.48000000000000004,0.4157884077268148
ESOL Log S,-1.513333333333333,0.5566207565898587
ESOL Solubility (mg/ml),11.543333333333335,12.080408381618009
ESOL Solubility (mol/l),0.05984833333333334,0.06986608058755456
ESOL Class,3.8333333333333335,0.40824829046386296
Ali Log S,-1.7383333333333333,0.802979866912407
Ali Solubility (mg/ml),10.065333333333333,11.871450908236394
Ali Solubility (mol/l),0.053215000000000005,0.06752609680708636
Ali Class,3.6666666666666665,0.5163977794943222
Silicos-IT LogSw,-3.0750000000000006,1.0296941293413302
Silicos-IT Solubility (mg/ml),1.0664833333333332,1.7468347745756228
Silicos-IT Solubility (mol/l),0.00597075,0.01011788925492862
Silicos-IT class,2.8333333333333335,0.408248290463863
log Kp (cm/s),-7.801666666666667,0.1252863387072454
Ghose #violations,0.16666666666666666,0.408248290463863
Egan #violations,0.16666666666666666,0.408248290463863
Muegge #violations,0.3333333333333333,0.5163977794943223
Bioavailability Score,0.5499999999999999,1.2161883888976234e-16
Brenk #alerts,0.8333333333333334,0.408248290463863
Leadlikeness #violations,0.3333333333333333,0.5163977794943223
Synthetic Accessibility,2.2800000000000002,0.608703540321559
