Column Title,Mean,Standard Deviation
Num Aliphatic Carbocycles,3.020408163265306,0.47826927206192066
Num Heteroatoms,12.816326530612244,3.6094405694636107
Num Hydrogen Bond Acceptor,10.53061224489796,2.566629118905497
Num Aromatic Carbocycles,1.1428571428571428,0.3535533905932738
LogP,-0.10204081632653061,1.1168767456465314
Num Rotatable Bonds,3.7142857142857144,2.5495097567963922
Num Lipinski HB Donor,7.551020408163265,1.5419309389230644
Num Atoms,38.224489795918366,8.877089674461748
Num Lipinski HB Acceptor,12.081632653061224,3.2393204964794027
Num Rings,4.448979591836735,0.9367769320431428
Num Hydrogen bond Donor,6.6938775510204085,1.6857748173151352
Num Aliphatic Rings,3.306122448979592,0.7693092581620721
Num Aliphatic Heterocycles,0.2857142857142857,0.6123724356957945
Num Heterocycles,0.2857142857142857,0.6123724356957945
Mol Wt,546.2328979591837,127.32880767397796
Labute ASA,222.2113469387755,51.406231425346604
Num Aromatic Rings,1.1428571428571428,0.3535533905932738
Topological Polar SA,207.44693877551023,49.35639055229161
